"963507398","2017-02-02 17:53:49","11883","184.184.35.195","1486086829","1486086793","1486086829","","1486070222","1486070258","22260","10.20.32.8","5048271000_2","184.187.207.52","5046694531","4.4","0","0","0","0","1818","1818","0","0.09","0.78","-1.19","0","0","16522","32380","0gQAAC8WAAACBAAALxYAAKvzdIgV6QS4Iwp7Fb1P/pKZYA//L/nAsDUFIzCygueKp65yMDw2tvfLIU+irHYijQ--@184.187.206","eth0.269","0","0","184.187.207.52","17880","0","1486070219","0","1486070258","0","0","0","0","0","0","0","0","0","","0","","","","36FD7E46","DB1E17DF","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"963507399","2017-02-02 17:53:49","68992","98.171.232.199","1486086829","1486086775","1486086829","","1486070204","1486070258","272852","10.1.4.10","4016494000","70.164.95.19","16173082074","4.4","0","0","0","0","2716","2716","0","0.13","4","-4.03","0","0","15704","53724","1750fe0710726abd300503b00a98a0b1@10.1.4.10","eth0.101","1","0","","16580","0.875","1486070201","1486070204","0","0","0","0","0","0","0","0","0","0","","0","","","","414CD8A9","02090006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
